running_sec,lub_sec,idletravel_m,h1_cuttingtime_sec,h2_cuttingtime_sec,h1_cuttinglength_m,h2_cuttinglength_m,h1_piercings,h2_piercings,file_name
5105370,2449,81069.765625,1762649,0,112332.5,0.0,26753,0,20210625_112321.bin
5105969,3048,81136.9296875,1762976,0,112397.1796875,0.0,27101,0,20210625_113321.bin
5106568,3647,81194.703125,1763235,0,112450.5859375,0.0,27367,0,20210625_114321.bin
5107167,4246,81244.0859375,1763502,0,112503.4296875,0.0,27664,0,20210625_115321.bin
5107766,4845,81313.9375,1763849,0,112568.53125,0.0,28010,0,20210625_120321.bin
5108365,5444,81356.859375,1764055,0,112607.4609375,0.0,28238,0,20210625_121321.bin
5108963,6042,81412.0,1764329,0,112662.4375,0.0,28518,0,20210625_122321.bin
5109562,6641,81481.8984375,1764670,0,112730.6796875,0.0,28859,0,20210625_123321.bin
5110161,7240,81496.3828125,1764757,0,112745.28125,0.0,28956,0,20210625_124321.bin
5110760,7839,81498.640625,1765189,0,112752.4296875,0.0,28975,0,20210625_125321.bin
5111359,8438,81535.625,1765523,0,112790.4375,0.0,29166,0,20210625_130321.bin
5111957,9036,81585.6484375,1765763,0,112838.078125,0.0,29429,0,20210625_131321.bin
5112556,9635,81641.3828125,1766024,0,112886.5234375,0.0,29684,0,20210625_132321.bin
5113155,10234,81694.2890625,1766295,0,112940.171875,0.0,29969,0,20210625_133321.bin
5113754,10833,81756.9609375,1766626,0,113004.8671875,0.0,30322,0,20210625_134321.bin
5114353,11432,81783.1484375,1766738,0,113027.171875,0.0,30433,0,20210625_135321.bin
5114952,12031,81843.5859375,1767049,0,113088.9375,0.0,30773,0,20210625_140321.bin
5115551,12630,81880.0,1767212,0,113119.6328125,0.0,30956,0,20210625_141321.bin
5116149,13228,81934.5078125,1767491,0,113175.8203125,0.0,31238,0,20210625_142321.bin
5116688,13767,81996.8359375,1767784,0,113234.9453125,0.0,31540,0,20210625_143321.bin
5117287,14366,82041.984375,1768011,0,113279.609375,0.0,31783,0,20210625_144321.bin
5117886,14965,82102.171875,1768324,0,113340.2109375,0.0,32117,0,20210625_145321.bin
5118485,15564,82163.203125,1768597,0,113393.8828125,0.0,32391,0,20210625_150321.bin
5119084,16163,82189.9765625,1768798,0,113427.609375,0.0,32645,0,20210625_151321.bin
5119683,16762,82190.6171875,1768799,0,113427.8203125,0.0,32646,0,20210625_152321.bin
5120282,17361,82191.9609375,1768877,0,113437.4765625,0.0,32654,0,20210625_153321.bin
5120881,17960,82191.9609375,1768877,0,113437.4765625,0.0,32654,0,20210625_154321.bin
5121480,18559,82191.9609375,1768877,0,113437.4765625,0.0,32654,0,20210625_155321.bin
5122079,19158,82198.828125,1769078,0,113473.6484375,0.0,32688,0,20210625_160321.bin
5122678,19757,82200.359375,1769110,0,113479.875,0.0,32694,0,20210625_161321.bin
5123277,20356,82216.671875,1769381,0,113523.578125,0.0,32754,0,20210625_162321.bin
5123876,20955,82234.9921875,1769574,0,113560.8203125,0.0,32784,0,20210625_163321.bin
5124475,21554,82251.1015625,1769766,0,113597.9453125,0.0,32814,0,20210625_164321.bin
5125074,22153,82268.9140625,1769958,0,113635.140625,0.0,32844,0,20210625_165321.bin
5125673,22752,82287.609375,1770151,0,113672.1953125,0.0,32874,0,20210625_170319.bin
5126271,23350,82287.609375,1770151,0,113672.1953125,0.0,32874,0,20210625_171319.bin
5126870,23949,82299.7421875,1770304,0,113698.8984375,0.0,32911,0,20210625_172319.bin
5127469,24548,82318.5390625,1770555,0,113742.671875,0.0,32970,0,20210625_173319.bin
5128068,25147,82328.9609375,1770686,0,113764.3203125,0.0,32997,0,20210625_174319.bin
5128667,25746,82345.5546875,1770890,0,113800.3046875,0.0,33050,0,20210625_175319.bin
5129266,26345,82372.6953125,1771081,0,113836.9140625,0.0,33225,0,20210625_180319.bin
5129865,26944,82388.453125,1771161,0,113852.0859375,0.0,33304,0,20210625_181319.bin
5130464,27543,82400.515625,1771218,0,113860.7578125,0.0,33359,0,20210625_182319.bin
5131063,28142,82420.90625,1771394,0,113886.2578125,0.0,33524,0,20210625_183319.bin
5131662,28741,82439.0859375,1771459,0,113896.6171875,0.0,33562,0,20210625_184319.bin
5132261,453,82455.328125,1771503,0,113902.8359375,0.0,33607,0,20210625_185319.bin
5140943,9135,82532.0546875,1774654,0,114014.1015625,0.0,34070,0,20210625_211919.bin
5141901,10093,82535.421875,1775194,0,114025.7109375,0.0,34078,0,20210625_213518.bin
5142500,10692,82540.5546875,1775782,0,114039.4140625,0.0,34089,0,20210625_214518.bin
5142679,10871,82541.859375,1775958,0,114043.5,0.0,34092,0,20210625_214809.bin
5143099,11291,82545.171875,1776371,0,114053.1640625,0.0,34099,0,20210625_215518.bin
5143278,11470,82546.4765625,1776547,0,114057.28125,0.0,34102,0,20210625_215809.bin
5143697,11889,82549.78125,1776959,0,114066.875,0.0,34109,0,20210625_220518.bin
5144296,12488,82553.453125,1777455,0,114078.453125,0.0,34117,0,20210625_221518.bin
5144895,13087,82553.453125,1777455,0,114078.453125,0.0,34117,0,20210625_222518.bin
5145494,13686,82553.7421875,1777500,0,114080.109375,0.0,34128,0,20210625_223518.bin
5146093,14285,82555.4765625,1777560,0,114082.390625,0.0,34140,0,20210625_224518.bin
5146692,14884,82557.09375,1777640,0,114085.1953125,0.0,34161,0,20210625_225518.bin
5147291,15483,82559.3984375,1777780,0,114090.265625,0.0,34194,0,20210625_230518.bin
5147890,16082,82561.1328125,1777828,0,114091.9375,0.0,34205,0,20210625_231518.bin
5148489,16681,82564.5625,1777920,0,114095.3046875,0.0,34227,0,20210625_232518.bin
5149087,17279,82568.3515625,1778021,0,114100.328125,0.0,34234,0,20210625_233518.bin
5149686,17878,82573.890625,1778123,0,114105.3203125,0.0,34241,0,20210625_234518.bin
5150285,18477,82575.6875,1778123,0,114105.3203125,0.0,34241,0,20210625_235518.bin
5150884,19076,82585.1328125,1778429,0,114120.3671875,0.0,34262,0,20210626_000518.bin
5151483,19675,82589.984375,1778531,0,114125.375,0.0,34269,0,20210626_001518.bin
5152082,20274,82599.0078125,1778765,0,114136.921875,0.0,34286,0,20210626_002518.bin
5152681,20873,82604.640625,1778934,0,114145.390625,0.0,34297,0,20210626_003518.bin
5153280,21472,82608.9296875,1778973,0,114147.2109375,0.0,34300,0,20210626_004518.bin
5153879,22071,82610.7890625,1779237,0,114160.1484375,0.0,34320,0,20210626_005518.bin
5154477,22669,82612.4921875,1779324,0,114164.40625,0.0,34326,0,20210626_010518.bin
5155076,23268,82616.0703125,1779496,0,114172.96875,0.0,34335,0,20210626_011518.bin
5155675,23867,82618.6171875,1779701,0,114183.421875,0.0,34344,0,20210626_012518.bin
5156274,24466,82623.796875,1779922,0,114194.609375,0.0,34353,0,20210626_013518.bin
5156873,25065,82626.2578125,1780057,0,114201.21875,0.0,34362,0,20210626_014518.bin
5157472,25664,82633.8828125,1780285,0,114212.2421875,0.0,34380,0,20210626_015518.bin
5158071,26263,82639.3046875,1780416,0,114218.578125,0.0,34390,0,20210626_020518.bin
5158669,26861,82642.1171875,1780571,0,114225.40625,0.0,34400,0,20210626_021518.bin
5159268,27460,82643.8203125,1780760,0,114234.65625,0.0,34413,0,20210626_022518.bin
5159867,28059,82646.6640625,1780828,0,114238.0703125,0.0,34417,0,20210626_023518.bin
5160466,28658,82650.9296875,1781381,0,114250.9609375,0.0,34427,0,20210626_024518.bin
5161065,29257,82655.5546875,1781970,0,114264.7421875,0.0,34437,0,20210626_025518.bin
5161664,29856,82660.171875,1782559,0,114278.46875,0.0,34447,0,20210626_030518.bin
5162262,30454,82665.3046875,1783146,0,114292.140625,0.0,34458,0,20210626_031518.bin
5162861,258,82671.796875,1783554,0,114301.640625,0.0,34465,0,20210626_032518.bin
5163460,857,82676.421875,1784143,0,114315.3828125,0.0,34475,0,20210626_033518.bin
5164059,1456,82681.0390625,1784733,0,114329.140625,0.0,34485,0,20210626_034518.bin
5164658,2055,82685.6640625,1785322,0,114342.90625,0.0,34495,0,20210626_035518.bin
5165257,2654,82689.5625,1785795,0,114353.921875,0.0,34504,0,20210626_040518.bin
5165856,3253,82694.1875,1786385,0,114367.6640625,0.0,34514,0,20210626_041518.bin
5166455,3852,82698.8046875,1786974,0,114380.9375,0.0,34524,0,20210626_042518.bin
5167055,4452,82703.4296875,1787564,0,114394.75,0.0,34534,0,20210626_043518.bin
5167654,5051,82707.9921875,1788153,0,114408.4609375,0.0,34544,0,20210626_044518.bin
5168253,5650,82710.4765625,1788504,0,114416.671875,0.0,34550,0,20210626_045518.bin
5168852,6249,82715.09375,1789092,0,114430.4375,0.0,34560,0,20210626_050518.bin
5169451,6848,82720.2421875,1789680,0,114444.15625,0.0,34571,0,20210626_051518.bin
5170050,7447,82724.859375,1790268,0,114457.8984375,0.0,34581,0,20210626_052518.bin
5170649,8046,82728.5546875,1790773,0,114469.734375,0.0,34589,0,20210626_053518.bin
5171248,8645,82731.90625,1791231,0,114480.4296875,0.0,34597,0,20210626_054518.bin
5171847,9244,82735.7265625,1791786,0,114490.921875,0.0,34606,0,20210626_055518.bin
5172446,9843,82740.3515625,1792376,0,114504.6796875,0.0,34616,0,20210626_060518.bin
5173045,10442,82745.4921875,1792963,0,114518.359375,0.0,34627,0,20210626_061518.bin
5173644,11041,82748.875,1793436,0,114529.4609375,0.0,34635,0,20210626_062518.bin
5174243,11640,82753.4921875,1794025,0,114543.1953125,0.0,34645,0,20210626_063518.bin
5174842,12239,82758.1171875,1794615,0,114556.984375,0.0,34655,0,20210626_064518.bin
5175441,12838,82762.734375,1795204,0,114570.7421875,0.0,34665,0,20210626_065518.bin
5176040,13437,82766.5078125,1795716,0,114580.84375,0.0,34674,0,20210626_070518.bin
5176639,14036,82770.0234375,1796163,0,114591.2109375,0.0,34682,0,20210626_071518.bin
5177238,14635,82774.640625,1796753,0,114604.96875,0.0,34692,0,20210626_072518.bin
5177837,15234,82779.265625,1797343,0,114618.6875,0.0,34702,0,20210626_073518.bin
5178436,15833,82782.0546875,1797662,0,114626.203125,0.0,34707,0,20210626_074518.bin
5179035,16432,82782.0546875,1797662,0,114626.203125,0.0,34707,0,20210626_075518.bin
5179634,17031,82785.71875,1798249,0,114638.1171875,0.0,34716,0,20210626_080518.bin
5180232,17629,82787.578125,1798524,0,114643.703125,0.0,34720,0,20210626_081518.bin
5180831,18228,82790.9296875,1799031,0,114653.9921875,0.0,34728,0,20210626_082518.bin
5181430,18827,82794.640625,1799554,0,114665.0078125,0.0,34736,0,20210626_083518.bin
5182029,19426,82798.8671875,1800144,0,114676.9765625,0.0,34745,0,20210626_084518.bin
5190890,28287,82845.4296875,1806240,0,114801.125,0.0,34832,0,20210626_135241.bin
5191489,28886,82849.9140625,1806830,0,114813.3359375,0.0,34840,0,20210626_140241.bin
5192088,254,82857.8125,1807039,0,114817.4453125,0.0,34848,0,20210626_141241.bin
5192686,852,82861.8203125,1807595,0,114828.15625,0.0,34874,0,20210626_142241.bin
5193285,1451,82862.34375,1807679,0,114829.9609375,0.0,34933,0,20210626_143241.bin
5193884,2050,82863.171875,1807821,0,114832.671875,0.0,35105,0,20210626_144241.bin
5194483,2649,82864.5625,1807967,0,114836.7265625,0.0,35269,0,20210626_145241.bin
5195082,3248,82868.390625,1808453,0,114846.109375,0.0,35291,0,20210626_150241.bin
5195680,3846,82872.1484375,1808972,0,114856.0234375,0.0,35315,0,20210626_151241.bin
5196279,4445,82875.7890625,1809515,0,114866.5234375,0.0,35339,0,20210626_152241.bin
5196878,5044,82879.71875,1810087,0,114877.5234375,0.0,35365,0,20210626_153241.bin
5197477,5643,82883.8125,1810661,0,114888.5390625,0.0,35391,0,20210626_154241.bin
5198075,6241,82894.0546875,1811229,0,114899.53125,0.0,35416,0,20210626_155241.bin
5198674,6840,82896.6796875,0,0,0.0,0.0,0,0,20210628_082100.bin
5199273,7439,82896.6796875,0,0,0.0,0.0,0,0,20210628_083100.bin
5199872,8038,82896.6796875,0,0,0.0,0.0,0,0,20210628_084100.bin
5200471,8637,82896.6796875,0,0,0.0,0.0,0,0,20210628_085100.bin
5201069,9235,82896.6796875,0,0,0.0,0.0,0,0,20210628_090100.bin
5201668,9834,82899.9921875,1811639,0,114906.4453125,0.0,35433,0,20210628_091100.bin
5202267,10433,82905.46875,1812219,0,114915.34375,0.0,35453,0,20210628_092100.bin
5202866,11032,82905.7421875,1812307,0,114916.6953125,0.0,35456,0,20210628_093100.bin
5203585,11751,82906.4921875,1812330,0,114917.734375,0.0,35458,0,20210628_094252.bin
5204184,12350,82909.96875,1812526,0,114927.921875,0.0,35467,0,20210628_095252.bin
5204782,12948,82911.3828125,1812751,0,114939.484375,0.0,35477,0,20210628_100252.bin
5205381,13547,82916.9765625,1813320,0,114968.296875,0.0,35511,0,20210628_101252.bin
5205980,14146,82919.46875,1813344,0,114969.609375,0.0,35511,0,20210628_102252.bin
5206579,14745,82919.46875,1813344,0,114969.609375,0.0,35511,0,20210628_103252.bin
5207178,15344,82925.25,1813563,0,114980.859375,0.0,35522,0,20210628_104252.bin
5207777,15943,82927.6328125,1813731,0,114989.8125,0.0,35525,0,20210628_105252.bin
5208375,16541,82934.25,1814275,0,115016.96875,0.0,35563,0,20210628_110252.bin
5208974,17140,82937.3203125,1814381,0,115022.5234375,0.0,35566,0,20210628_111252.bin
5209573,17739,82943.140625,1814602,0,115033.78125,0.0,35577,0,20210628_112252.bin
5210172,18338,82947.5,1814888,0,115047.953125,0.0,35597,0,20210628_113252.bin
5210771,18937,82953.7265625,1815421,0,115075.4609375,0.0,35621,0,20210628_114252.bin
5211370,19536,82957.1015625,1815446,0,115076.5625,0.0,35625,0,20210628_115252.bin
5211969,20135,82960.96875,1815661,0,115087.7109375,0.0,35633,0,20210628_120252.bin
5212567,20733,82967.296875,1816228,0,115116.1328125,0.0,35670,0,20210628_121252.bin
5213166,21332,82970.25,1816459,0,115128.390625,0.0,35676,0,20210628_122252.bin
5213765,21931,82970.25,1816459,0,115128.390625,0.0,35676,0,20210628_123252.bin
5214364,22530,82970.25,1816459,0,115128.390625,0.0,35676,0,20210628_124252.bin
5214963,23129,82972.75,1816459,0,115128.390625,0.0,35676,0,20210628_125252.bin
5215562,23728,82980.5625,1816760,0,115141.875,0.0,35713,0,20210628_130252.bin
5216161,24327,82980.9375,1816767,0,115144.3828125,0.0,35714,0,20210628_131252.bin
5216760,24926,82996.2578125,1816800,0,115156.53125,0.0,35719,0,20210628_132252.bin
5217359,25525,83002.28125,1816978,0,115165.9296875,0.0,35728,0,20210628_133252.bin
5217957,26123,83007.0859375,1817412,0,115186.6796875,0.0,35759,0,20210628_134252.bin
5218556,26722,83020.2734375,1817924,0,115210.3203125,0.0,35804,0,20210628_135252.bin
5219155,27321,83022.3125,1817924,0,115210.3203125,0.0,35804,0,20210628_140252.bin
5219754,27920,83029.59375,1818221,0,115223.7734375,0.0,35841,0,20210628_141252.bin
5220352,28518,83035.7578125,1818522,0,115239.078125,0.0,35859,0,20210628_142252.bin
5220951,29117,83040.5,1819086,0,115266.9453125,0.0,35902,0,20210628_143252.bin
5221550,29716,83047.6875,1819315,0,115277.28125,0.0,35926,0,20210628_144252.bin
5222149,30315,83049.7265625,1819315,0,115277.28125,0.0,35926,0,20210628_145252.bin
5222748,556,83061.140625,1819373,0,115282.453125,0.0,35969,0,20210628_150252.bin
5228548,6356,83083.6015625,1821003,0,115364.875,0.0,36051,0,20210628_164017.bin
5229147,6955,83086.6796875,1821332,0,115381.7109375,0.0,36065,0,20210628_165017.bin
5229685,7493,83092.3828125,1821812,0,115406.21875,0.0,36089,0,20210628_170046.bin
5230284,8092,83094.6328125,0,0,0.0,0.0,0,0,20210628_171046.bin
5230882,8690,83094.6328125,0,0,0.0,0.0,0,0,20210628_172046.bin
5231421,9229,83098.3671875,0,0,0.0,0.0,0,0,20210628_201213.bin
5232020,9828,83098.3671875,0,0,0.0,0.0,0,0,20210628_202213.bin
5232619,10427,83098.3671875,0,0,0.0,0.0,0,0,20210628_203213.bin
5233218,11026,83103.1640625,1822116,0,115430.46875,0.0,36110,0,20210628_204213.bin
5233817,11625,83118.0703125,1822562,0,115478.2578125,0.0,36170,0,20210628_205213.bin
5234416,12224,83135.359375,1823109,0,115537.6015625,0.0,36228,0,20210628_210213.bin
5235015,12823,83140.9765625,1823227,0,115550.3359375,0.0,36249,0,20210628_211213.bin
5235613,13421,83158.2421875,1823757,0,115608.03125,0.0,36318,0,20210628_212213.bin
5236212,14020,83160.8046875,1823960,0,115621.359375,0.0,36328,0,20210628_213213.bin
5236810,14618,83170.6171875,1824529,0,115659.6015625,0.0,36364,0,20210628_214213.bin
5237409,15217,83182.734375,1824982,0,115690.09375,0.0,36407,0,20210628_215213.bin
5238008,15816,83192.5390625,1825554,0,115728.3515625,0.0,36442,0,20210628_220213.bin
5238607,16415,83200.0859375,1825834,0,115746.8984375,0.0,36474,0,20210628_221213.bin
5239205,17013,83209.734375,1826404,0,115785.078125,0.0,36507,0,20210628_222213.bin
5239804,17612,83219.7265625,1826859,0,115815.2265625,0.0,36547,0,20210628_223213.bin
5240403,18211,83229.5390625,1827428,0,115853.328125,0.0,36583,0,20210628_224213.bin
5241002,18810,83241.6484375,1827870,0,115882.890625,0.0,36625,0,20210628_225213.bin
5241600,19408,83251.453125,1828439,0,115920.984375,0.0,36659,0,20210628_230213.bin
5242199,20007,83261.4609375,1828898,0,115951.5546875,0.0,36702,0,20210628_231213.bin
5242798,20606,83274.0,1829464,0,115989.453125,0.0,36743,0,20210628_232213.bin
5243397,21205,83283.375,1829929,0,116020.5625,0.0,36778,0,20210628_233213.bin
5243995,21803,83295.7265625,1830485,0,116057.4453125,0.0,36829,0,20210628_234213.bin
5244594,22402,83303.1953125,1830960,0,116089.0546875,0.0,36857,0,20210628_235213.bin
5245193,23001,83315.3671875,1831469,0,116123.0078125,0.0,36902,0,20210629_000213.bin
5245791,23599,83325.1015625,1831991,0,116157.59375,0.0,36933,0,20210629_001213.bin
5246390,24198,83335.1171875,1832444,0,116187.921875,0.0,36976,0,20210629_002213.bin
5246989,24797,83344.7734375,1833014,0,116226.09375,0.0,37009,0,20210629_003213.bin
5247588,25396,83354.7578125,1833471,0,116256.09375,0.0,37049,0,20210629_004213.bin
5248186,25994,83364.5703125,1834044,0,116294.1484375,0.0,37085,0,20210629_005213.bin
5248785,26593,83376.6640625,1834481,0,116323.390625,0.0,37127,0,20210629_010213.bin
5249384,27192,83397.65625,1835035,0,116360.8046875,0.0,37181,0,20210629_011213.bin
5249983,27791,83413.1640625,1835424,0,116387.296875,0.0,37228,0,20210629_012213.bin
5250581,28389,83434.1640625,1835973,0,116424.46875,0.0,37283,0,20210629_013213.bin
5251180,28988,83451.8671875,1836402,0,116453.1953125,0.0,37341,0,20210629_014213.bin
5251779,29587,83472.9921875,1836911,0,116486.0703125,0.0,37444,0,20210629_015213.bin
5252378,128,83507.9375,1837173,0,116510.21875,0.0,37538,0,20210629_020213.bin
5252976,726,83531.7421875,1837318,0,116538.5234375,0.0,37621,0,20210629_021213.bin
5253575,1325,83560.0390625,1837468,0,116561.2265625,0.0,37756,0,20210629_022213.bin
5254175,1925,83566.2890625,1837482,0,116564.453125,0.0,37758,0,20210629_023213.bin
5254773,2523,83591.875,1837630,0,116585.8515625,0.0,37929,0,20210629_024213.bin
5255372,3122,83597.7265625,1837658,0,116592.109375,0.0,37951,0,20210629_025213.bin
5255971,3721,83605.15625,1837733,0,116605.796875,0.0,38011,0,20210629_030213.bin
5256570,4320,83609.890625,1837893,0,116613.2890625,0.0,38037,0,20210629_031213.bin
5257169,4919,83615.15625,1838111,0,116622.984375,0.0,38069,0,20210629_032213.bin
5257768,5518,83621.25,1838327,0,116631.5703125,0.0,38108,0,20210629_033213.bin
5258367,6117,83624.703125,1838446,0,116635.0546875,0.0,38125,0,20210629_034213.bin
5258966,6716,83625.6953125,1838512,0,116636.625,0.0,38143,0,20210629_035213.bin
5259565,7315,83631.9296875,1838547,0,116642.8125,0.0,38182,0,20210629_040213.bin
5260164,7914,83649.84375,1838662,0,116663.609375,0.0,38262,0,20210629_041213.bin
5260763,8513,83663.671875,1838849,0,116674.828125,0.0,38325,0,20210629_042213.bin
5261362,9112,83681.3984375,1839277,0,116700.96875,0.0,38467,0,20210629_043213.bin
5261961,9711,83690.71875,1839332,0,116706.0390625,0.0,38496,0,20210629_044213.bin
5262560,10310,83700.4453125,1839525,0,116744.515625,0.0,38635,0,20210629_045213.bin
5263158,10908,83712.0859375,1839584,0,116757.8046875,0.0,38675,0,20210629_050213.bin
5263758,11508,83725.5546875,1839634,0,116769.359375,0.0,38712,0,20210629_051213.bin
5264357,12107,83736.7734375,1839688,0,116781.140625,0.0,38761,0,20210629_052213.bin
5264955,12705,83743.6640625,1839756,0,116790.5703125,0.0,38811,0,20210629_053213.bin
5265555,13305,83751.796875,1839896,0,116800.046875,0.0,38852,0,20210629_054213.bin
5266153,13903,83761.0859375,1840063,0,116810.3203125,0.0,38907,0,20210629_055213.bin
5266752,14502,83762.6171875,1840129,0,116813.0234375,0.0,38924,0,20210629_060213.bin
5267351,15101,83764.5625,1840478,0,116818.3359375,0.0,38937,0,20210629_061213.bin
5267950,15700,83767.6796875,1841056,0,116827.1640625,0.0,38958,0,20210629_062213.bin
5268549,16299,83770.5625,1841634,0,116836.015625,0.0,38978,0,20210629_063213.bin
5269147,16897,83773.90625,1842216,0,116844.8203125,0.0,38999,0,20210629_064213.bin
5269746,17496,83777.0546875,1842794,0,116853.6796875,0.0,39019,0,20210629_065213.bin
5270344,18094,83780.109375,1843371,0,116862.4765625,0.0,39040,0,20210629_070213.bin
5270943,18693,83783.5,1843949,0,116871.28125,0.0,39061,0,20210629_071213.bin
5271541,19291,83786.6015625,1844527,0,116880.1328125,0.0,39081,0,20210629_072213.bin
5272140,19890,83789.8046875,1845106,0,116888.9375,0.0,39102,0,20210629_073213.bin
5272738,20488,83801.0625,1845679,0,116897.71875,0.0,39122,0,20210629_074213.bin
5273337,21087,83806.6953125,1846255,0,116906.5,0.0,39143,0,20210629_075213.bin
5273936,21686,83806.96875,1846357,0,116908.0859375,0.0,39146,0,20210629_080213.bin
5274535,22285,83806.96875,1846357,0,116908.0859375,0.0,39146,0,20210629_081213.bin
5275134,22884,83806.96875,1846357,0,116908.0859375,0.0,39146,0,20210629_082213.bin
5275733,23483,83811.140625,1846381,0,116911.703125,0.0,39172,0,20210629_083213.bin
5276332,24082,83818.3359375,1846422,0,116920.4765625,0.0,39202,0,20210629_084213.bin
5276931,24681,83820.28125,1846422,0,116920.4765625,0.0,39202,0,20210629_085213.bin
5277530,25280,83826.828125,1846452,0,116926.7421875,0.0,39233,0,20210629_090213.bin
5278129,25879,83826.8359375,1846458,0,116927.5390625,0.0,39234,0,20210629_091213.bin
5278727,26477,83827.578125,1846458,0,116927.5390625,0.0,39234,0,20210629_092213.bin
5279326,27076,83827.578125,1846458,0,116927.5390625,0.0,39234,0,20210629_093213.bin
5279924,27674,83827.578125,1846460,0,116927.625,0.0,39234,0,20210629_094213.bin
5280522,28272,83830.3203125,1846461,0,116927.703125,0.0,39234,0,20210629_095213.bin
5281121,28871,83830.3203125,1846471,0,116928.4921875,0.0,39234,0,20210629_100213.bin
5281719,478,83841.0078125,1846931,0,116953.546875,0.0,39241,0,20210629_101213.bin
5282318,1077,83845.1484375,1847179,0,116966.484375,0.0,39251,0,20210629_102213.bin
5282916,1675,83845.796875,1847244,0,116992.2421875,0.0,39256,0,20210629_103213.bin
5283456,2215,83845.796875,1847244,0,116992.2421875,0.0,39256,0,20210629_104213.bin
5284055,2814,83845.796875,1847244,0,116992.2421875,0.0,39256,0,20210629_105213.bin
5284592,3351,83845.796875,0,0,0.0,0.0,0,0,20210629_110302.bin
5285191,3950,83845.90625,0,0,0.0,0.0,0,0,20210629_111302.bin
5285790,4549,83849.1171875,1847388,0,116999.65625,0.0,39264,0,20210629_112302.bin
5286389,5148,83850.6171875,1847505,0,117006.0234375,0.0,39266,0,20210629_113302.bin
5286988,5747,83857.0546875,1848048,0,117034.5546875,0.0,39281,0,20210629_114302.bin
5287587,6346,83858.421875,1848106,0,117037.7421875,0.0,39281,0,20210629_115302.bin
5288186,6945,83861.8125,1848249,0,117045.0859375,0.0,39289,0,20210629_120302.bin
5288784,7543,83863.0859375,1848359,0,117051.109375,0.0,39290,0,20210629_121302.bin
5289383,8142,83870.8046875,1848904,0,117079.0078125,0.0,39306,0,20210629_122302.bin
5289982,8741,83872.125,1848988,0,117083.1640625,0.0,39306,0,20210629_123302.bin
5290581,9340,83872.125,1848988,0,117083.1640625,0.0,39306,0,20210629_124302.bin
5291180,9939,83872.125,1848988,0,117083.1640625,0.0,39306,0,20210629_125302.bin
5291779,10538,83872.171875,1848988,0,117083.1640625,0.0,39306,0,20210629_130302.bin
5292258,11017,83872.1796875,0,0,0.0,0.0,0,0,20210629_131413.bin
5292855,11614,83875.15625,1849130,0,117091.296875,0.0,39314,0,20210629_132413.bin
5293454,12213,83877.5625,1849505,0,117111.78125,0.0,39318,0,20210629_133413.bin
5294053,12812,83883.421875,1849841,0,117129.3515625,0.0,39331,0,20210629_134413.bin
5294652,13411,83887.046875,1849983,0,117136.671875,0.0,39339,0,20210629_135413.bin
5295251,14010,83889.7578125,1850360,0,117157.3515625,0.0,39343,0,20210629_140413.bin
5295850,14609,83901.234375,1850695,0,117174.8046875,0.0,39356,0,20210629_141413.bin
5296449,15208,83905.3203125,1850745,0,117175.9609375,0.0,39360,0,20210629_142413.bin
5297047,15806,83908.40625,1850886,0,117183.25,0.0,39368,0,20210629_143413.bin
5297646,16405,83910.5625,1850886,0,117183.25,0.0,39368,0,20210629_144413.bin
5298245,17004,83910.6171875,1850886,0,117183.25,0.0,39368,0,20210629_145413.bin
5298843,17602,83910.6171875,1850886,0,117183.25,0.0,39368,0,20210629_150413.bin
5299442,18201,83910.6171875,1850886,0,117183.25,0.0,39368,0,20210629_151413.bin
5299859,18618,83910.6171875,0,0,0.0,0.0,0,0,20210629_152413.bin
5300458,19217,83910.6171875,0,0,0.0,0.0,0,0,20210629_153413.bin
5301056,19815,83910.6171875,0,0,0.0,0.0,0,0,20210629_154413.bin
5301655,20414,83914.1328125,1850900,0,117184.015625,0.0,39369,0,20210629_155413.bin
5302254,21013,83916.6640625,1851403,0,117211.296875,0.0,39379,0,20210629_160413.bin
5302852,21611,83923.046875,1851608,0,117222.046875,0.0,39386,0,20210629_161413.bin
5303450,22209,83926.015625,1851749,0,117229.3984375,0.0,39394,0,20210629_162413.bin
5304048,22807,83931.796875,1851784,0,117230.6640625,0.0,39402,0,20210629_163413.bin
5304646,23405,83933.2265625,1852002,0,117242.6171875,0.0,39404,0,20210629_164413.bin
5305244,24003,83939.6484375,1852491,0,117268.421875,0.0,39421,0,20210629_165413.bin
5305784,24543,83940.96875,1852497,0,117268.75,0.0,39421,0,20210629_170413.bin
5306383,25142,83943.890625,1852639,0,117276.0625,0.0,39429,0,20210629_171413.bin
5306982,25741,83944.09375,1852649,0,117278.1328125,0.0,39435,0,20210629_172413.bin
5307581,26340,83944.203125,1852652,0,117278.734375,0.0,39439,0,20210629_173413.bin
5308180,26939,83951.078125,1852662,0,117279.203125,0.0,39441,0,20210629_174413.bin
5308778,27537,83955.2578125,1853200,0,117308.125,0.0,39452,0,20210629_175413.bin
5309377,28136,83964.5859375,1853527,0,117324.8828125,0.0,39466,0,20210629_180413.bin
5309976,28735,83967.7578125,1853735,0,117336.21875,0.0,39469,0,20210629_181413.bin
5310575,29334,83977.7578125,1854241,0,117363.0390625,0.0,39484,0,20210629_182413.bin
5311174,154,83986.2109375,1854372,0,117369.84375,0.0,39492,0,20210629_183413.bin
