running_sec,lub_sec,idletravel_m,h1_cuttingtime_sec,h2_cuttingtime_sec,h1_cuttinglength_m,h2_cuttinglength_m,h1_piercings,h2_piercings,file_name
5957050,26472,91723.8515625,2098077,0,134735.6875,0.0,79934,0,20210709_140800.bin
5957646,27068,91728.1484375,2098580,0,134746.40625,0.0,79940,0,20210709_141800.bin
5958243,27665,91730.9921875,2098878,0,134752.703125,0.0,79944,0,20210709_142800.bin
5958840,28262,91735.8203125,2099465,0,134765.09375,0.0,79952,0,20210709_143800.bin
5959438,28860,91737.859375,2099792,0,134772.09375,0.0,79956,0,20210709_144800.bin
5960036,201,91762.9453125,2099912,0,134796.546875,0.0,80091,0,20210709_145800.bin
5960634,799,91783.53125,2100055,0,134824.671875,0.0,80248,0,20210709_150800.bin
5961231,1396,91786.515625,2100059,0,134826.203125,0.0,80249,0,20210709_151800.bin
5961829,1994,91788.3046875,2100161,0,134829.125,0.0,80284,0,20210709_152800.bin
5962427,2592,91788.3671875,2100161,0,134829.125,0.0,80284,0,20210709_153800.bin
5963024,3189,91794.96875,2100279,0,134838.234375,0.0,80382,0,20210709_154800.bin
5963622,3787,91795.109375,2100295,0,134842.3125,0.0,80386,0,20210709_155800.bin
5964219,4384,91795.1875,2100295,0,134842.3125,0.0,80386,0,20210709_160800.bin
5964817,4982,91795.1875,2100295,0,134842.3125,0.0,80386,0,20210709_161800.bin
5965414,5579,91795.1875,2100295,0,134842.3125,0.0,80386,0,20210709_162800.bin
5966011,6176,91795.59375,2100508,0,134844.1875,0.0,80388,0,20210709_163800.bin
5966549,6714,91796.375,2101026,0,134848.40625,0.0,80393,0,20210709_164800.bin
5967146,7311,91797.578125,2101603,0,134853.046875,0.0,80399,0,20210709_165800.bin
5967743,7908,91797.7890625,2101767,0,134854.40625,0.0,80400,0,20210709_170800.bin
5968340,8505,91797.9921875,2101934,0,134855.71875,0.0,80402,0,20210709_171800.bin
5968937,9102,91799.2265625,2102509,0,134860.375,0.0,80408,0,20210709_172800.bin
5969534,9699,91800.203125,2103058,0,134864.84375,0.0,80413,0,20210709_173800.bin
5970131,10296,91801.203125,2103636,0,134869.546875,0.0,80418,0,20210709_174800.bin
5970728,10893,91801.8203125,2103944,0,134871.921875,0.0,80423,0,20210709_175800.bin
5971325,11490,91802.8515625,2104439,0,134875.859375,0.0,80429,0,20210709_180800.bin
5971922,12087,91804.8515625,2104725,0,134878.671875,0.0,80431,0,20210709_181800.bin
5972519,12684,91804.8515625,2104725,0,134878.671875,0.0,80431,0,20210709_182800.bin
5973116,13281,91805.25,2104923,0,134881.734375,0.0,80432,0,20210709_183800.bin
5973713,13878,91805.25,2104923,0,134881.734375,0.0,80432,0,20210709_184800.bin
5974311,14476,91806.0546875,2104942,0,134884.03125,0.0,80442,0,20210709_185800.bin
5974908,15073,91806.0546875,2104942,0,134884.03125,0.0,80442,0,20210709_190800.bin
5975505,15670,91806.0546875,2104942,0,134884.03125,0.0,80442,0,20210709_191800.bin
5976102,16267,91807.0625,2105009,0,134885.78125,0.0,80446,0,20210709_192800.bin
5976699,16864,91809.5234375,2105491,0,134895.671875,0.0,80470,0,20210709_193800.bin
5977295,17460,91812.5625,2106058,0,134907.328125,0.0,80497,0,20210709_194800.bin
5977892,18057,91814.5234375,2106427,0,134914.859375,0.0,80515,0,20210709_195800.bin
5978489,18654,91816.0078125,2106731,0,134920.953125,0.0,80529,0,20210709_200800.bin
5979086,19251,91818.609375,2107218,0,134930.8125,0.0,80552,0,20210709_201800.bin
5979683,19848,91819.875,2107474,0,134936.046875,0.0,80565,0,20210709_202800.bin
5980279,20444,91822.9140625,2108042,0,134947.703125,0.0,80592,0,20210709_203800.bin
5980876,21041,91825.703125,2108574,0,134959.5,0.0,80618,0,20210709_204800.bin
5981473,21638,91828.078125,2108700,0,134962.0625,0.0,80624,0,20210709_205800.bin
5982071,22236,91828.1875,2108741,0,134962.90625,0.0,80626,0,20210709_210800.bin
5982669,22834,91830.390625,2109025,0,134968.734375,0.0,80640,0,20210709_211800.bin
5983267,23432,91833.484375,2109409,0,134976.609375,0.0,80659,0,20210709_212800.bin
5983865,24030,91836.28125,2109979,0,134988.03125,0.0,80685,0,20210709_213800.bin
5984463,24628,91838.9921875,2110508,0,134998.390625,0.0,80709,0,20210709_214800.bin
5985061,25226,91840.3203125,2110758,0,135003.53125,0.0,80721,0,20210709_215800.bin
5985658,25823,91843.328125,2111325,0,135015.125,0.0,80749,0,20210709_220800.bin
5986256,26421,91846.1484375,2111866,0,135026.1875,0.0,80774,0,20210709_221800.bin
5986853,27018,91849.046875,2112422,0,135037.4375,0.0,80801,0,20210709_222800.bin
5987451,27616,91854.359375,2112944,0,135048.015625,0.0,80826,0,20210709_223800.bin
5988049,28214,91857.1484375,2113503,0,135059.359375,0.0,80852,0,20210709_224800.bin
5988646,28811,91860.046875,2114058,0,135070.65625,0.0,80878,0,20210709_225800.bin
5989244,29409,91863.078125,2114617,0,135081.921875,0.0,80905,0,20210709_230800.bin
5989842,30007,91865.8671875,2115176,0,135093.25,0.0,80931,0,20210709_231800.bin
5990439,30604,91868.90625,2115731,0,135104.46875,0.0,80958,0,20210709_232800.bin
5991037,31202,91870.5390625,2116063,0,135111.265625,0.0,80973,0,20210709_233800.bin
5991635,153,91883.6796875,2116198,0,135114.0,0.0,80980,0,20210709_234800.bin
5992232,750,91886.0390625,2116628,0,135122.8125,0.0,81000,0,20210709_235800.bin
5992830,1348,91888.96875,2117060,0,135131.65625,0.0,81021,0,20210710_000800.bin
5993427,1945,91891.6796875,2117564,0,135141.921875,0.0,81045,0,20210710_001800.bin
5994024,2542,91895.0,2118053,0,135151.921875,0.0,81069,0,20210710_002800.bin
5994622,3140,91899.5,2118506,0,135161.265625,0.0,81090,0,20210710_003800.bin
5995220,3738,91902.6171875,2119072,0,135172.859375,0.0,81118,0,20210710_004800.bin
5995817,4335,91905.515625,2119639,0,135184.515625,0.0,81145,0,20210710_005800.bin
5996415,4933,91907.6875,2120069,0,135193.359375,0.0,81165,0,20210710_010800.bin
5997012,5530,91910.1796875,2120526,0,135202.578125,0.0,81187,0,20210710_011800.bin
5997610,6128,91912.96875,2121087,0,135213.890625,0.0,81213,0,20210710_012800.bin
5998208,6726,91915.6796875,2121597,0,135224.15625,0.0,81237,0,20210710_013800.bin
5998805,7323,91917.875,2122008,0,135232.578125,0.0,81257,0,20210710_014800.bin
5999403,7921,91920.671875,2122542,0,135243.484375,0.0,81283,0,20210710_015800.bin
6000001,8519,91923.59375,2123100,0,135254.78125,0.0,81309,0,20210710_020800.bin
6000598,9116,91926.4921875,2123650,0,135265.875,0.0,81335,0,20210710_021800.bin
6001196,9714,91929.171875,2124187,0,135276.640625,0.0,81360,0,20210710_022800.bin
6001793,10311,91931.7734375,2124661,0,135286.1875,0.0,81383,0,20210710_023800.bin
6002391,10909,91934.453125,2125208,0,135297.125,0.0,81408,0,20210710_024800.bin
6002988,11506,91937.3828125,2125765,0,135308.375,0.0,81434,0,20210710_025800.bin
6003586,12104,91940.28125,2126322,0,135319.546875,0.0,81461,0,20210710_030800.bin
6004184,12702,91943.2109375,2126880,0,135330.828125,0.0,81487,0,20210710_031800.bin
6004781,13299,91944.828125,2127188,0,135337.03125,0.0,81502,0,20210710_032800.bin
6005379,13897,91949.2421875,2127326,0,135339.734375,0.0,81524,0,20210710_033800.bin
6005976,14494,91951.328125,2127447,0,135342.0625,0.0,81542,0,20210710_034800.bin
6006574,15092,91951.7421875,2127481,0,135342.75,0.0,81548,0,20210710_035800.bin
6007171,15689,91957.9296875,2127800,0,135349.03125,0.0,81596,0,20210710_040800.bin
6007768,16286,91963.2578125,2128099,0,135354.671875,0.0,81644,0,20210710_041800.bin
6008365,16883,91970.90625,2128621,0,135364.75,0.0,81721,0,20210710_042800.bin
6008963,17481,91977.9453125,2129131,0,135374.5,0.0,81810,0,20210710_043800.bin
6009559,18077,91985.03125,2129647,0,135384.234375,0.0,81896,0,20210710_044800.bin
6010157,18675,91992.5078125,2130172,0,135394.28125,0.0,81973,0,20210710_045800.bin
6010754,19272,92000.1484375,2130695,0,135404.3125,0.0,82049,0,20210710_050800.bin
6011351,19869,92007.53125,2131221,0,135414.359375,0.0,82125,0,20210710_051800.bin
6011948,20466,92014.921875,2131749,0,135424.34375,0.0,82202,0,20210710_052800.bin
6012546,21064,92022.359375,2132249,0,135433.640625,0.0,82283,0,20210710_053800.bin
6013143,21661,92029.1640625,2132745,0,135442.609375,0.0,82354,0,20210710_054800.bin
6013740,22258,92035.8515625,2133241,0,135451.6875,0.0,82423,0,20210710_055800.bin
6014337,22855,92043.03125,2133729,0,135460.3125,0.0,82501,0,20210710_060800.bin
6014935,23453,92047.5625,2134192,0,135468.109375,0.0,82600,0,20210710_061800.bin
6015532,24050,92048.9296875,2134378,0,135471.25,0.0,82639,0,20210710_062800.bin
6016129,24647,92054.8515625,2134744,0,135478.078125,0.0,82726,0,20210710_063800.bin
6016726,25244,92059.6015625,2135236,0,135487.15625,0.0,82841,0,20210710_064800.bin
6017324,25842,92064.5859375,2135728,0,135496.265625,0.0,82956,0,20210710_065800.bin
6017921,26439,92069.1328125,2136137,0,135503.28125,0.0,83041,0,20210710_070800.bin
6018518,27036,92075.8359375,2136639,0,135512.234375,0.0,83111,0,20210710_071800.bin
6019115,27633,92082.265625,2137140,0,135521.5625,0.0,83199,0,20210710_072800.bin
6019712,28230,92089.3125,2137518,0,135528.640625,0.0,83288,0,20210710_073800.bin
6020310,28828,92093.3671875,2137777,0,135533.765625,0.0,83332,0,20210710_074800.bin
6020907,29425,92101.2421875,2138300,0,135544.15625,0.0,83413,0,20210710_075800.bin
6021503,30021,92109.4609375,2138817,0,135554.4375,0.0,83496,0,20210710_080800.bin
6022100,30618,92116.5703125,2139332,0,135564.765625,0.0,83582,0,20210710_081800.bin
6022698,31216,92123.8046875,2139847,0,135574.921875,0.0,83672,0,20210710_082800.bin
6023295,31813,92131.359375,2140353,0,135585.0,0.0,83750,0,20210710_083800.bin
6023892,32410,92135.0625,2140590,0,135589.71875,0.0,83788,0,20210710_084800.bin
6024489,33007,92142.890625,2141112,0,135600.0,0.0,83869,0,20210710_085800.bin
6025087,33605,92147.09375,2141419,0,135605.84375,0.0,83911,0,20210710_090800.bin
6025686,34204,92154.28125,2141948,0,135615.3125,0.0,83986,0,20210710_091800.bin
6026284,34802,92161.5546875,2142474,0,135624.734375,0.0,84064,0,20210710_092800.bin
6026883,35401,92168.171875,2142955,0,135633.5,0.0,84130,0,20210710_093800.bin
6027481,35999,92175.1953125,2143458,0,135642.546875,0.0,84205,0,20210710_094800.bin
6028080,36598,92182.671875,2143976,0,135651.8125,0.0,84286,0,20210710_095800.bin
6028678,37196,92187.703125,2144482,0,135660.796875,0.0,84400,0,20210710_100800.bin
6029277,37795,92192.25,2144950,0,135669.734375,0.0,84514,0,20210710_101800.bin
6029875,38393,92196.3203125,2145402,0,135677.4375,0.0,84610,0,20210710_102800.bin
6030473,38991,92200.4609375,2145863,0,135685.515625,0.0,84713,0,20210710_103800.bin
6031072,39590,92204.8671875,2146267,0,135692.84375,0.0,84805,0,20210710_104800.bin
6031670,40188,92211.7890625,2146757,0,135701.921875,0.0,84883,0,20210710_105800.bin
6032268,40786,92213.359375,2146870,0,135704.140625,0.0,84898,0,20210710_110800.bin
6032867,41385,92218.734375,2147228,0,135711.703125,0.0,84969,0,20210710_111800.bin
6033465,41983,92226.609375,2147662,0,135720.25,0.0,85075,0,20210710_112800.bin
6034063,79,92231.3984375,2147697,0,135724.78125,0.0,85076,0,20210710_113800.bin
6034662,678,92231.625,2147741,0,135730.515625,0.0,85078,0,20210710_114800.bin
6035260,1276,92241.5703125,2147769,0,135738.421875,0.0,85080,0,20210710_115800.bin
6035857,1873,92244.1640625,2147791,0,135743.25,0.0,85081,0,20210710_120800.bin
6036455,2471,92244.1640625,2147828,0,135753.015625,0.0,85083,0,20210710_121800.bin
6037052,3068,92244.3671875,2147829,0,135753.09375,0.0,85084,0,20210710_122800.bin
6037650,3666,92244.3671875,2147829,0,135753.09375,0.0,85084,0,20210710_123800.bin
6038248,4264,92244.3671875,2147829,0,135753.09375,0.0,85084,0,20210710_124800.bin
6038845,4861,92261.4375,2148040,0,135791.75,0.0,85263,0,20210710_125800.bin
6039443,5459,92266.2109375,2148053,0,135794.171875,0.0,85276,0,20210710_130800.bin
6040041,6057,92269.9921875,2148083,0,135797.828125,0.0,85285,0,20210710_131800.bin
6040639,6655,92270.3828125,2148123,0,135799.53125,0.0,85297,0,20210710_132800.bin
6041238,7254,92270.3828125,2148123,0,135799.53125,0.0,85297,0,20210710_133800.bin
6041837,7853,92279.0546875,2148390,0,135812.796875,0.0,85378,0,20210710_134800.bin
6042435,8451,92296.796875,2148862,0,135836.046875,0.0,85517,0,20210710_135800.bin
6043034,9050,92302.6640625,2148949,0,135844.09375,0.0,85534,0,20210710_140800.bin
6043633,9649,92305.15625,2148958,0,135846.640625,0.0,85535,0,20210710_141800.bin
6044171,10187,92305.15625,0,0,0.0,0.0,0,0,20210710_142800.bin
6044769,10785,92305.15625,0,0,0.0,0.0,0,0,20210710_143800.bin
6045368,11384,92305.8203125,2149134,0,135848.796875,0.0,85537,0,20210710_144800.bin
6045965,11981,92308.6875,2149167,0,135849.609375,0.0,85538,0,20210710_145800.bin
6046563,12579,92320.6640625,2149221,0,135863.4375,0.0,85580,0,20210710_150800.bin
6047160,13176,92323.4765625,2149256,0,135867.046875,0.0,85586,0,20210710_151800.bin
6047758,13774,92324.6640625,2149272,0,135871.0625,0.0,85588,0,20210710_152800.bin
6048355,14371,92325.1015625,2149288,0,135875.34375,0.0,85590,0,20210710_153800.bin
6048953,14969,92327.0078125,2149288,0,135875.34375,0.0,85590,0,20210710_154800.bin
6049550,15566,92353.34375,2149706,0,135911.46875,0.0,85712,0,20210710_155800.bin
6050146,16162,92371.8671875,2149987,0,135935.84375,0.0,85798,0,20210710_160800.bin
6050744,16760,92391.5,2150282,0,135960.84375,0.0,85890,0,20210710_161800.bin
6051340,17356,92411.625,2150623,0,135990.875,0.0,85980,0,20210710_162800.bin
6051937,17953,92435.5859375,2151000,0,136023.34375,0.0,86097,0,20210710_163800.bin
6052534,18550,92457.34375,2151329,0,136052.296875,0.0,86193,0,20210710_164800.bin
6053132,19148,92475.7578125,2151609,0,136075.828125,0.0,86280,0,20210710_165800.bin
6053728,19744,92495.8828125,2151959,0,136106.453125,0.0,86370,0,20210710_170800.bin
6054325,20341,92521.203125,2152357,0,136140.59375,0.0,86490,0,20210710_171800.bin
6054923,20939,92543.2734375,2152701,0,136170.4375,0.0,86599,0,20210710_172800.bin
6055519,21535,92567.4609375,2153045,0,136200.46875,0.0,86692,0,20210710_173800.bin
6056116,22132,92583.109375,2153346,0,136225.90625,0.0,86780,0,20210710_174800.bin
6056713,22729,92608.2265625,2153743,0,136260.453125,0.0,86890,0,20210710_175800.bin
6057310,23326,92610.4921875,2153766,0,136262.203125,0.0,86908,0,20210710_180800.bin
6057907,23923,92616.171875,2153850,0,136270.109375,0.0,86962,0,20210710_181800.bin
6058504,24520,92616.625,2153862,0,136270.875,0.0,86969,0,20210710_182800.bin
6059581,25597,92616.7890625,0,0,0.0,0.0,0,0,20210710_184924.bin
6060181,26197,92616.7890625,0,0,0.0,0.0,0,0,20210710_185924.bin
6060780,26796,92616.7890625,0,0,0.0,0.0,0,0,20210710_190924.bin
6061260,27276,92616.7890625,0,0,0.0,0.0,0,0,20210710_191924.bin
6061859,27875,92616.7890625,0,0,0.0,0.0,0,0,20210710_192924.bin
6062458,28474,92616.7890625,0,0,0.0,0.0,0,0,20210710_194031.bin
6063057,29073,92621.3828125,2154172,0,136277.203125,0.0,87022,0,20210710_195030.bin
6063655,29671,92628.984375,2154697,0,136287.328125,0.0,87101,0,20210710_200031.bin
6064253,30269,92636.9375,2155222,0,136297.453125,0.0,87180,0,20210710_201030.bin
6064852,30868,92644.078125,2155738,0,136307.5,0.0,87267,0,20210710_202031.bin
6065450,31466,92651.0625,2156253,0,136317.421875,0.0,87355,0,20210710_203030.bin
6066049,32065,92658.7109375,2156775,0,136327.59375,0.0,87433,0,20210710_204030.bin
6066648,32664,92662.2265625,2157004,0,136333.453125,0.0,87469,0,20210710_205030.bin
6067246,33262,92669.875,2157524,0,136343.578125,0.0,87547,0,20210710_210031.bin
6067845,33861,92677.40625,2158051,0,136353.734375,0.0,87625,0,20210710_211031.bin
6068443,34459,92685.1640625,2158572,0,136363.75,0.0,87709,0,20210710_212031.bin
6069042,35058,92692.8515625,2159095,0,136373.859375,0.0,87788,0,20210710_213030.bin
6069640,35656,92700.5078125,2159619,0,136383.921875,0.0,87867,0,20210710_214030.bin
6070239,36255,92707.109375,2160073,0,136392.8125,0.0,87934,0,20210710_215031.bin
6070837,36853,92713.140625,2160471,0,136399.890625,0.0,88019,0,20210710_220031.bin
6071435,37451,92717.7890625,2160966,0,136409.125,0.0,88138,0,20210710_221031.bin
6072034,38050,92723.2109375,2161459,0,136418.484375,0.0,88256,0,20210710_222031.bin
6072572,38588,92726.9609375,2161907,0,136426.875,0.0,88361,0,20210710_223031.bin
6073171,39187,92734.484375,2162313,0,136434.484375,0.0,88459,0,20210710_224030.bin
6073770,39786,92740.4375,2162797,0,136443.03125,0.0,88545,0,20210710_225030.bin
6074368,40384,92746.8828125,2163284,0,136452.125,0.0,88612,0,20210710_230031.bin
6074967,40983,92752.75,2163782,0,136461.515625,0.0,88724,0,20210710_231030.bin
6075566,196,92763.484375,2164090,0,136467.5625,0.0,88788,0,20210710_232030.bin
6076164,794,92770.6640625,2164615,0,136477.28125,0.0,88862,0,20210710_233030.bin
6076762,1392,92778.34375,2165135,0,136486.953125,0.0,88938,0,20210710_234031.bin
6077361,1991,92785.7265625,2165658,0,136496.546875,0.0,89015,0,20210710_235031.bin
6077900,2530,92787.6640625,2165814,0,136499.453125,0.0,89039,0,20210711_000142.bin
6078498,3128,92793.1484375,2166260,0,136507.65625,0.0,89121,0,20210711_001142.bin
6079096,3726,92800.671875,2166781,0,136517.765625,0.0,89199,0,20210711_002142.bin
6079695,4325,92808.453125,2167305,0,136527.859375,0.0,89278,0,20210711_003142.bin
6080293,4923,92816.1015625,2167828,0,136537.953125,0.0,89356,0,20210711_004142.bin
6080891,5521,92823.6328125,2168351,0,136548.03125,0.0,89433,0,20210711_005142.bin
6081490,6120,92825.5078125,2168463,0,136550.25,0.0,89448,0,20210711_010142.bin
6082089,6719,92832.15625,2168926,0,136559.1875,0.0,89523,0,20210711_011142.bin
6082687,7317,92839.984375,2169448,0,136569.296875,0.0,89602,0,20210711_012142.bin
6083286,7916,92847.671875,2169966,0,136579.28125,0.0,89684,0,20210711_013142.bin
6083884,8514,92850.6484375,2170187,0,136583.625,0.0,89714,0,20210711_014142.bin
6084483,9113,92850.6484375,2170188,0,136583.640625,0.0,89714,0,20210711_015142.bin
6085082,9712,92853.609375,2170333,0,136586.40625,0.0,89742,0,20210711_020142.bin
6085681,10311,92858.671875,2170790,0,136594.953125,0.0,89851,0,20210711_021142.bin
6086279,10909,92862.375,2171263,0,136603.09375,0.0,89954,0,20210711_022142.bin
6086878,11508,92867.1171875,2171732,0,136611.21875,0.0,90056,0,20210711_023142.bin
6087476,12106,92870.875,2172202,0,136619.265625,0.0,90158,0,20210711_024142.bin
6088075,12705,92876.03125,2172666,0,136627.609375,0.0,90264,0,20210711_025142.bin
6088673,13303,92883.09375,2173182,0,136637.5,0.0,90351,0,20210711_030142.bin
6089271,13901,92889.890625,2173662,0,136646.671875,0.0,90429,0,20210711_031142.bin
6089870,14500,92898.265625,2174156,0,136655.9375,0.0,90546,0,20210711_032142.bin
6090469,15099,92898.3515625,2174159,0,136656.015625,0.0,90546,0,20210711_033142.bin
6091068,15698,92898.4375,2174186,0,136656.4375,0.0,90549,0,20210711_034142.bin
6092265,16895,92900.46875,2174345,0,136659.046875,0.0,90561,0,20210711_042327.bin
6092863,17493,92903.4453125,2174910,0,136668.046875,0.0,90601,0,20210711_043327.bin
6093462,18092,92906.375,2175476,0,136677.0625,0.0,90640,0,20210711_044327.bin
6094061,18691,92909.34375,2176044,0,136686.015625,0.0,90680,0,20210711_045327.bin
6094599,19229,92911.6015625,2176491,0,136693.109375,0.0,90711,0,20210711_050327.bin
6095197,19827,92913.2734375,2176810,0,136698.1875,0.0,90734,0,20210711_053733.bin
6095796,20426,92916.2421875,2177376,0,136707.203125,0.0,90774,0,20210711_054733.bin
6096395,21025,92919.2109375,2177942,0,136716.203125,0.0,90813,0,20210711_055733.bin
6096994,21624,92922.1484375,2178506,0,136725.1875,0.0,90852,0,20210711_060733.bin
6097592,22222,92925.1328125,2179069,0,136734.125,0.0,90892,0,20210711_061733.bin
6098191,22821,92928.0625,2179633,0,136743.0625,0.0,90931,0,20210711_062733.bin
6098729,23359,92929.7265625,0,0,0.0,0.0,0,0,20210711_080337.bin
6099268,23898,92929.7265625,0,0,0.0,0.0,0,0,20210712_081804.bin
6099867,24497,92929.7265625,0,0,0.0,0.0,0,0,20210712_082804.bin
6100466,25096,92929.7265625,0,0,0.0,0.0,0,0,20210712_083804.bin
6101005,25635,92929.7265625,0,0,0.0,0.0,0,0,20210712_084804.bin
6101604,26234,92929.7265625,0,0,0.0,0.0,0,0,20210712_085804.bin
6102203,26833,92929.7265625,0,0,0.0,0.0,0,0,20210712_090804.bin
6102802,27432,92929.7265625,0,0,0.0,0.0,0,0,20210712_091804.bin
6103401,28031,92929.7265625,0,0,0.0,0.0,0,0,20210712_092804.bin
6103999,28629,92929.7265625,0,0,0.0,0.0,0,0,20210712_093804.bin
6104598,29228,92929.7265625,0,0,0.0,0.0,0,0,20210712_094804.bin
6105197,29827,92929.7265625,0,0,0.0,0.0,0,0,20210712_095804.bin
6105796,30426,92929.7265625,0,0,0.0,0.0,0,0,20210712_100804.bin
6106395,31025,92929.7265625,0,0,0.0,0.0,0,0,20210712_101804.bin
6106994,31624,92929.7265625,0,0,0.0,0.0,0,0,20210712_102804.bin
6107593,32223,92929.7265625,2179961,0,136748.0,0.0,90953,0,20210712_103804.bin
6108191,32821,92929.7265625,2179961,0,136748.0,0.0,90953,0,20210712_104804.bin
6109211,33841,92929.7265625,2179961,0,136748.0,0.0,90953,0,20210712_110647.bin
6110111,34741,92929.7265625,2179961,0,136748.0,0.0,90953,0,20210712_112239.bin
6110710,541,92938.421875,2180012,0,136749.78125,0.0,90955,0,20210712_113239.bin
6111308,1139,92940.6796875,2180447,0,136756.921875,0.0,90986,0,20210712_114239.bin
6111907,1738,92943.625,2181003,0,136765.8125,0.0,91025,0,20210712_115239.bin
6112506,2337,92946.671875,2181568,0,136774.828125,0.0,91065,0,20210712_120239.bin
6113105,2936,92949.53125,2182133,0,136783.84375,0.0,91104,0,20210712_121239.bin
6113704,3535,92952.5703125,2182700,0,136792.859375,0.0,91144,0,20210712_122239.bin
6114303,4134,92954.3359375,2183042,0,136798.265625,0.0,91167,0,20210712_123239.bin
6114902,4733,92954.3359375,2183042,0,136798.265625,0.0,91167,0,20210712_124239.bin
6115501,5332,92954.3359375,2183042,0,136798.265625,0.0,91167,0,20210712_125239.bin
6116101,5932,92956.2578125,2183159,0,136800.09375,0.0,91175,0,20210712_130239.bin
6116699,6530,92959.265625,2183721,0,136809.078125,0.0,91215,0,20210712_131239.bin
6117298,7129,92961.8203125,2184218,0,136816.96875,0.0,91250,0,20210712_132239.bin
6117897,7728,92963.3203125,2184301,0,136819.0625,0.0,91257,0,20210712_133239.bin
6118497,8328,92963.5234375,2184301,0,136819.0625,0.0,91257,0,20210712_134239.bin
6119095,8926,92985.5703125,2184631,0,136847.859375,0.0,91373,0,20210712_135239.bin
6119694,9525,92993.65625,2184757,0,136859.09375,0.0,91401,0,20210712_140239.bin
6120293,10124,93014.6484375,2185065,0,136885.796875,0.0,91506,0,20210712_141239.bin
6120773,10604,93022.6953125,2185199,0,136897.625,0.0,91531,0,20210712_142239.bin
6121432,11263,93038.1015625,2185386,0,136913.90625,0.0,91593,0,20210712_143239.bin
6122031,11862,93053.75,2185698,0,136940.609375,0.0,91681,0,20210712_144239.bin
6122630,12461,93078.8671875,2186085,0,136974.640625,0.0,91791,0,20210712_145239.bin
6123229,13060,93106.953125,2186527,0,137012.984375,0.0,91921,0,20210712_150239.bin
6123828,13659,93128.4453125,2186865,0,137042.015625,0.0,92032,0,20210712_151239.bin
6124427,14258,93153.796875,2187256,0,137076.109375,0.0,92144,0,20210712_152239.bin
6125026,14857,93178.53125,2187612,0,137107.203125,0.0,92243,0,20210712_153239.bin
6125624,15455,93199.171875,2187969,0,137137.5625,0.0,92351,0,20210712_154239.bin
6126223,16054,93211.5234375,2188180,0,137155.625,0.0,92419,0,20210712_155239.bin
6127242,17073,93219.359375,2188312,0,137167.375,0.0,92442,0,20210712_161239.bin
6127842,17673,93219.5546875,2188336,0,137168.59375,0.0,92446,0,20210712_162239.bin
6128442,18273,93222.5234375,2188375,0,137171.765625,0.0,92466,0,20210712_163239.bin
6129041,18872,93247.640625,2188783,0,137207.09375,0.0,92576,0,20210712_164239.bin
6129640,19471,93266.6484375,2189001,0,137225.921875,0.0,92658,0,20210712_165239.bin
6130239,20070,93296.9296875,2189386,0,137260.25,0.0,92774,0,20210712_170239.bin
6131436,21267,93329.7890625,2189822,0,137299.359375,0.0,92906,0,20210712_172239.bin
6132035,21866,93329.7890625,2189822,0,137299.359375,0.0,92906,0,20210712_173239.bin
6132634,22465,93332.0703125,2189896,0,137310.203125,0.0,92946,0,20210712_174239.bin
6133233,23064,93339.3828125,2189983,0,137326.171875,0.0,92978,0,20210712_175239.bin
6133832,23663,93340.3671875,2190031,0,137332.96875,0.0,93000,0,20210712_180239.bin
6134431,24262,93349.515625,2190182,0,137356.75,0.0,93069,0,20210712_181239.bin
6135030,24861,93350.7109375,2190241,0,137366.625,0.0,93094,0,20210712_182239.bin
6136826,26657,93361.1328125,2190456,0,137400.875,0.0,93188,0,20210712_185239.bin
6137425,27256,93361.1328125,2190456,0,137400.875,0.0,93188,0,20210712_190239.bin
6138024,27855,93361.1328125,2190456,0,137400.875,0.0,93188,0,20210712_191239.bin
6138623,28454,93381.296875,2190559,0,137427.328125,0.0,93213,0,20210712_192239.bin
6139222,29053,93400.328125,2190663,0,137453.890625,0.0,93238,0,20210712_193239.bin
6139821,509,93432.640625,2190811,0,137491.65625,0.0,93275,0,20210712_194239.bin
6141617,2305,93460.875,2190977,0,137533.796875,0.0,93313,0,20210712_201239.bin
6142216,2904,93479.90625,2191081,0,137560.4375,0.0,93338,0,20210712_202239.bin
6142815,3503,93498.9375,2191188,0,137587.21875,0.0,93363,0,20210712_203239.bin
6143414,4102,93537.0,2191403,0,137640.46875,0.0,93413,0,20210712_204239.bin
6144013,4701,93575.0625,2191611,0,137693.5,0.0,93463,0,20210712_205239.bin
6144612,5300,93616.984375,2191836,0,137750.90625,0.0,93518,0,20210712_210239.bin
6145210,5898,93651.1875,2192031,0,137800.125,0.0,93563,0,20210712_211239.bin
6145809,6497,93689.25,2192238,0,137853.28125,0.0,93613,0,20210712_212239.bin
6146408,7096,93708.9765625,2192344,0,137880.125,0.0,93638,0,20210712_213239.bin
6147007,7695,93727.0703125,2192447,0,137906.34375,0.0,93663,0,20210712_214239.bin
6147606,8294,93745.859375,2192549,0,137932.765625,0.0,93688,0,20210712_215239.bin
6148205,8893,93764.6484375,2192650,0,137959.015625,0.0,93713,0,20210712_220239.bin
6148804,9492,93790.8515625,2192788,0,137993.921875,0.0,93748,0,20210712_221239.bin
6149403,10091,93827.8359375,2192990,0,138045.328125,0.0,93798,0,20210712_222239.bin
6150001,10689,93864.2890625,2193201,0,138099.125,0.0,93848,0,20210712_223239.bin
